id,neighbourhood_cleansed,city,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_is_superhost,has_wifi,has_kitchen,has_parking,has_tv,has_wash,has_washer,has_garden,has_balcony,LSOA11CD,Index of Multiple Deprivation (IMD) Score,median_house_price_2020,minutes_to_town,minutes_to_rail,minutes_to_airport,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
45458953,Clifton,Bristol,51.45408,-2.62626,Entire villa,8,2.0,3.0,334.0,2,365,348,1,0,1,1,1,1,1,1,0,0,E01014547,7.131,390000.0,5,32,57,1,0,0,0
29899973,Bury District,Manchester,53.54779,-2.2930200000000003,Entire apartment,8,3.0,2.0,94.0,1,1125,349,44,1,1,1,1,1,1,1,0,0,E01004986,23.851,178350.0,22,36,64,1,0,0,0
11688010,Hulme,Manchester,53.46613415072589,-2.254617108093558,House,8,1.5,3.0,75.0,1,1125,358,0,0,0,1,1,1,1,1,0,0,E01005214,22.629,163000.0,21,24,51,1,0,0,0
43620168,Ancoats and Clayton,Manchester,53.4882,-2.23368,Entire apartment,8,2.0,2.0,96.0,1,1125,315,1,0,1,1,1,1,1,1,0,0,E01033651,21.186,189500.0,15,17,45,1,0,0,0
29591226,Bradford,Manchester,53.47759,-2.20839,Entire house,8,2.0,3.0,181.0,1,60,0,76,1,1,1,1,1,1,1,1,0,E01005105,38.129,200000.0,25,18,48,1,0,0,0
3978820,Hulme,Manchester,53.4618993422851,-2.250906307548604,House,8,1.0,3.0,85.0,1,1125,296,56,0,0,1,1,1,1,1,0,0,E01005208,22.866999999999997,143750.0,20,24,52,1,0,0,0
1626398,Hulme,Manchester,53.46632771868453,-2.2529989710765346,House,8,1.5,1.0,40.0,1,240,360,56,0,0,1,1,1,1,1,0,0,E01005214,22.629,163000.0,21,24,51,0,0,1,0
41934462,Levenshulme,Manchester,53.441269999999996,-2.18729,Entire house,8,1.0,3.0,58.0,2,1125,142,0,0,1,1,1,0,1,1,0,0,E01005221,36.122,192500.0,13,20,47,1,0,0,0
13970388,Redland,Bristol,51.48019,-2.59537,Entire townhouse,8,2.0,4.0,200.0,7,14,211,2,0,1,1,1,1,1,1,0,0,E01014513,5.85,545950.0,11,36,63,1,0,0,0
43840247,Withington,Manchester,53.43241,-2.22772,Entire apartment,8,1.0,3.0,60.0,2,1125,180,2,0,1,1,0,1,1,1,0,0,E01005307,14.713,256050.0,8,37,41,1,0,0,0
12240334,Ashley,Bristol,51.46931,-2.58664,Entire apartment,8,1.0,4.0,126.0,2,1125,161,48,0,1,1,1,1,1,1,0,0,E01014487,16.847,317500.0,8,26,55,1,0,0,0
29506972,Withington,Manchester,53.43905,-2.2147,Entire house,8,1.0,4.0,65.0,1,1125,30,29,0,1,1,1,1,1,1,0,1,E01005312,28.0,145000.0,13,29,32,1,0,0,0
45688024,Horfield,Bristol,51.49106,-2.58192,Entire house,8,2.0,4.0,92.0,1,1125,358,0,0,1,1,1,1,1,1,0,0,E01014635,13.677,327000.0,12,28,65,1,0,0,0
16226639,Tameside District,Manchester,53.48349,-2.0988700000000002,Boat,8,1.0,3.0,63.0,2,14,169,90,1,0,1,1,0,0,0,0,0,E01005952,71.016,87000.0,12,31,57,1,0,0,0
16294288,Bradford,Manchester,53.47506,-2.20601,Entire house,8,4.0,4.0,450.0,2,32,24,82,0,1,1,1,1,1,1,1,0,E01005105,38.129,200000.0,25,18,48,1,0,0,0
45476569,Eastville,Bristol,51.47136,-2.55552,Entire house,8,2.0,3.0,160.0,2,1125,180,0,0,1,1,0,1,1,1,0,0,E01014574,41.99100000000001,234000.0,16,23,53,1,0,0,0
40522388,City Centre,Manchester,53.47586,-2.23231,Shared room in bed and breakfast,8,2.0,1.0,22.0,1,365,365,1,0,1,0,0,0,0,0,0,0,E01033654,25.732,160000.0,14,2,29,0,0,0,1
38422682,Hulme,Manchester,53.46323,-2.25696,Entire townhouse,8,3.0,4.0,125.0,2,365,196,46,1,1,1,1,1,1,1,1,1,E01005214,22.629,163000.0,21,24,51,1,0,0,0
45463525,Bury District,Manchester,53.51981,-2.26188,Entire house,8,1.0,4.0,86.0,2,1125,71,0,0,1,1,1,1,1,1,0,0,E01005043,10.469000000000001,322000.0,15,29,67,1,0,0,0
45148941,Old Moat,Manchester,53.4351,-2.23002,Entire house,8,1.0,4.0,80.0,10,1125,38,1,0,1,1,1,1,1,1,0,0,E01005273,31.094,264000.0,5,33,40,1,0,0,0
36760033,Bury District,Manchester,53.572109999999995,-2.28821,Entire house,8,2.0,4.0,145.0,7,28,219,5,0,1,1,1,1,1,1,1,1,E01005060,16.51,138998.0,21,43,78,1,0,0,0
32044895,Ashley,Bristol,51.47009,-2.5758900000000002,Entire townhouse,8,1.0,4.0,300.0,2,1125,244,11,1,1,1,1,1,1,1,1,1,E01014485,21.709,338500.0,21,24,54,1,0,0,0
22625158,Windmill Hill,Bristol,51.439209999999996,-2.57659,Entire house,8,2.0,5.0,118.0,4,30,266,6,0,1,1,1,1,1,1,1,1,E01014732,17.875,242000.0,13,16,44,1,0,0,0
40299709,Salford District,Manchester,53.50617,-2.31714,Entire house,8,3.0,4.0,201.0,1,1125,348,10,0,1,1,1,1,1,1,1,0,E01005699,14.675999999999998,190000.0,19,40,69,1,0,0,0
40005504,Trafford District,Manchester,53.45524,-2.29625,Entire house,8,1.0,4.0,179.0,2,31,89,18,0,0,1,1,1,1,1,1,0,E01006187,25.991999999999997,187500.0,15,38,67,1,0,0,0
45888355,Ardwick,Manchester,53.471619999999994,-2.23032,Entire house,8,2.0,4.0,149.0,2,1000,358,0,1,1,1,1,1,1,1,1,1,E01005066,37.187,279995.0,18,16,39,1,0,0,0
41445443,Horfield,Bristol,51.49883,-2.57219,Entire townhouse,8,2.0,4.0,191.0,2,1125,55,9,1,1,1,1,1,1,1,1,0,E01014630,33.99,237500.0,17,24,64,1,0,0,0
24711575,Hotwells & Harbourside,Bristol,51.45475,-2.60615,Entire house,8,1.0,3.0,98.0,14,1124,0,10,0,1,1,1,1,1,1,1,1,E01033344,24.805,305500.0,11,20,38,1,0,0,0
38348237,Redland,Bristol,51.47522,-2.59747,Entire house,8,2.0,3.0,250.0,3,1125,206,0,0,1,1,1,1,1,1,1,1,E01014668,7.39,598725.0,5,28,56,1,0,0,0
9934043,Whalley Range,Manchester,53.44932065477498,-2.2522354367772235,Apartment,8,1.0,2.0,299.0,2,1125,25,0,0,0,1,0,1,1,1,0,0,E01033680,29.158,221500.0,18,32,60,1,0,0,0
26956040,Tameside District,Manchester,53.452690000000004,-2.0809,Private room in apartment,8,2.0,1.0,39.0,4,1125,287,0,0,1,1,1,1,1,1,0,0,E01006028,53.791000000000004,118000.0,11,41,66,0,0,1,0
45569997,Salford District,Manchester,53.47749,-2.27347,Entire house,8,1.0,4.0,95.0,2,14,89,0,0,1,1,1,1,1,1,0,1,E01005667,58.277,165000.0,21,33,63,1,0,0,0
33378621,Southville,Bristol,51.44206,-2.61179,Entire house,8,1.0,3.0,100.0,1,90,27,44,1,1,1,1,1,1,1,0,0,E01014699,24.969,289000.0,6,23,35,1,0,0,0
22055145,Brislington West,Bristol,51.43959,-2.5533799999999998,Entire townhouse,8,1.0,2.0,160.0,2,10,97,6,0,1,1,1,1,1,1,1,0,E01014533,18.077,194500.0,19,20,48,1,0,0,0
26769119,Bury District,Manchester,53.516569999999994,-2.28519,Entire house,8,1.0,2.0,55.0,1,1125,325,36,0,1,1,1,1,1,1,1,0,E01005032,42.618,199000.0,25,35,76,1,0,0,0
12329219,Didsbury West,Manchester,53.41591034976514,-2.2332764988367138,Apartment,8,3.0,3.0,97.0,1,1125,365,0,0,0,0,0,0,0,0,0,0,E01005176,16.205,305000.0,4,33,35,1,0,0,0
45409241,Moss Side,Manchester,53.46,-2.25028,Entire house,8,1.0,4.0,182.0,1,28,365,0,0,1,1,0,1,1,1,0,0,E01005243,52.565,133000.0,20,29,56,1,0,0,0
32689119,St George Central,Bristol,51.46112,-2.5319700000000003,Entire house,8,2.0,3.0,154.0,2,1125,51,7,1,1,1,1,1,1,1,1,1,E01014687,29.223000000000003,230000.0,13,32,68,1,0,0,0
7214670,Ancoats and Clayton,Manchester,53.48306799377507,-2.1774607017758307,House,8,1.0,3.0,60.0,1,1125,312,17,0,0,1,1,1,1,1,0,0,E01005094,61.288000000000004,126250.0,15,28,56,1,0,0,0
23098727,Cotham,Bristol,51.46488,-2.6021900000000002,Entire townhouse,8,1.0,4.0,201.0,2,1125,202,20,0,1,1,1,1,1,1,0,0,E01014557,9.084,420000.0,15,28,54,1,0,0,0
39121855,Salford District,Manchester,53.487719999999996,-2.2547900000000003,Entire house,8,1.0,3.0,133.0,2,1125,105,11,0,1,1,1,1,1,1,0,0,E01032911,21.186999999999998,240222.0,16,9,51,1,0,0,0
45331812,Salford District,Manchester,53.483369999999994,-2.29683,Entire house,8,1.0,4.0,91.0,2,1125,350,2,0,1,1,1,1,0,0,0,0,E01005654,39.559,155000.0,12,36,57,1,0,0,0
4240279,Whalley Range,Manchester,53.452271889494455,-2.2674019631032203,Apartment,8,1.0,2.0,60.0,1,1125,314,41,0,0,1,0,1,1,1,0,0,E01005302,31.721999999999998,191500.0,17,33,61,1,0,0,0
45306953,Salford District,Manchester,53.49131,-2.2641299999999998,Entire house,8,2.0,3.0,80.0,2,1125,315,2,0,1,1,1,1,0,0,0,0,E01005610,71.406,113500.0,21,25,52,1,0,0,0
23758696,Clifton,Bristol,51.45554,-2.61163,Entire serviced apartment,8,2.0,3.0,192.0,1,640,349,32,0,1,1,1,1,1,1,1,1,E01014555,15.350999999999999,317500.0,9,28,53,1,0,0,0
40521527,Brislington West,Bristol,51.44505,-2.556,Entire serviced apartment,8,2.0,3.0,207.0,2,1125,358,2,0,1,1,1,1,1,1,0,0,E01014537,20.114,275000.0,30,28,57,1,0,0,0
36558333,Knowle,Bristol,51.43756,-2.5724,Entire house,8,2.0,3.0,140.0,5,1125,106,2,1,1,1,1,1,1,1,1,1,E01014649,11.892000000000001,508500.0,8,19,43,1,0,0,0
39170313,City Centre,Manchester,53.48121999999999,-2.2370900000000002,Entire apartment,8,2.0,3.0,104.0,3,364,35,6,0,1,1,1,1,1,1,0,0,E01033653,29.76,215000.0,7,10,33,1,0,0,0
38064423,Old Moat,Manchester,53.441359999999996,-2.2221599999999997,Entire condominium,8,2.0,2.0,142.0,2,1125,365,15,0,1,1,1,1,1,1,0,0,E01005271,26.883000000000003,242000.0,10,34,42,1,0,0,0
36623096,City Centre,Manchester,53.48064,-2.2338400000000003,Entire apartment,8,2.0,3.0,162.0,30,1125,325,4,0,1,1,0,1,1,1,0,0,E01033653,29.76,215000.0,7,10,33,1,0,0,0
5544166,Ancoats and Clayton,Manchester,53.48903073187538,-2.237820822148254,Apartment,8,1.0,1.0,175.0,1,1125,340,25,0,0,1,0,1,0,0,0,0,E01033664,26.430999999999997,195500.0,14,10,46,1,0,0,0
40523863,Brislington West,Bristol,51.44413,-2.55483,Entire serviced apartment,8,2.0,3.0,207.0,2,1125,313,3,0,1,1,1,1,1,1,0,0,E01014532,18.595,300000.0,29,22,50,1,0,0,0
25279572,Whalley Range,Manchester,53.44815,-2.25107,Entire house,8,1.0,3.0,71.0,2,365,62,22,1,1,1,1,1,1,1,1,0,E01005179,29.603,179999.0,15,33,61,1,0,0,0
1976040,Rusholme,Manchester,53.450783689225425,-2.2267726730441315,Apartment,8,1.0,1.0,150.0,1,1125,362,2,0,0,1,1,0,1,1,0,0,E01005288,45.133,154000.0,6,33,53,0,0,1,0
21249757,Cheetham,Manchester,53.50544,-2.2374099999999997,Entire townhouse,8,2.0,3.0,149.0,1,32,94,55,1,1,1,1,1,1,1,1,0,E01005143,44.631,86750.0,13,20,58,1,0,0,0
31514112,Eastville,Bristol,51.47838,-2.54593,Entire house,8,2.0,4.0,149.0,5,28,112,0,0,1,1,1,1,1,1,1,1,E01014571,27.504,292000.0,13,37,71,1,0,0,0
26026492,Lawrence Hill,Bristol,51.45219,-2.57833,Entire apartment,8,1.0,3.0,119.0,2,60,167,96,0,1,1,0,1,1,1,0,0,E01033352,30.136999999999997,245000.0,20,21,38,1,0,0,0
45631144,Bolton District,Manchester,53.55953,-2.4401,Entire apartment,8,1.0,4.0,199.0,1,365,357,0,0,1,1,0,1,1,1,0,0,E01004877,59.06100000000001,83500.0,27,45,70,1,0,0,0
39671346,Horfield,Bristol,51.491009999999996,-2.58523,Entire house,8,2.0,5.0,170.0,2,20,6,2,0,1,1,1,1,1,1,1,0,E01014635,13.677,327000.0,12,28,65,1,0,0,0
6803039,Ancoats and Clayton,Manchester,53.48450896214454,-2.2367872636769475,Apartment,8,1.0,3.0,150.0,1,1125,330,10,0,0,1,0,1,1,1,0,0,E01033667,34.751,199275.0,9,17,39,1,0,0,0
38369846,Longsight,Manchester,53.456669999999995,-2.2147,Entire house,8,2.0,5.0,127.0,2,365,89,60,1,1,1,1,1,1,1,1,0,E01005231,23.273000000000003,158000.0,13,25,53,1,0,0,0
42196774,Lawrence Hill,Bristol,51.46471,-2.57503,Entire house,8,1.0,3.0,137.0,2,150,162,17,0,1,1,1,1,1,1,1,0,E01014654,51.93899999999999,248000.0,20,23,54,1,0,0,0
45997089,Salford District,Manchester,53.47323000000001,-2.2941700000000003,Entire apartment,8,2.0,3.0,93.0,1,365,362,0,0,1,1,1,1,1,1,0,0,E01032685,5.078,167950.0,22,36,62,1,0,0,0
40427725,Salford District,Manchester,53.48724,-2.29229,Entire house,8,1.0,3.0,79.0,2,200,252,18,0,1,1,1,1,1,1,0,0,E01005657,54.839,133000.0,11,36,60,1,0,0,0
40460245,City Centre,Manchester,53.47579,-2.23112,Shared room in bed and breakfast,8,2.0,1.0,22.0,1,365,365,0,0,1,0,0,0,0,0,0,0,E01033654,25.732,160000.0,14,2,29,0,0,0,1
45997192,Salford District,Manchester,53.47401,-2.2937,Entire apartment,8,2.0,3.0,93.0,1,1125,361,0,0,1,1,1,1,1,1,0,0,E01032685,5.078,167950.0,22,36,62,1,0,0,0
6804341,Ancoats and Clayton,Manchester,53.48485676141371,-2.2366689481865265,Apartment,8,1.0,3.0,150.0,1,1125,277,13,0,0,1,0,1,1,1,0,0,E01033664,26.430999999999997,195500.0,14,10,46,1,0,0,0
38559813,Lawrence Hill,Bristol,51.454809999999995,-2.5831,Entire serviced apartment,8,2.0,3.0,192.0,2,1125,356,12,0,1,1,0,1,1,1,0,0,E01033353,36.378,195000.0,14,15,38,1,0,0,0
34165873,Southville,Bristol,51.44508,-2.60373,Entire house,8,1.0,3.0,192.0,2,1125,293,10,0,1,1,0,1,1,1,0,1,E01014701,14.494000000000002,451000.0,9,22,35,1,0,0,0
45973848,Harpurhey,Manchester,53.5164,-2.2046099999999997,Entire house,8,2.0,4.0,90.0,4,1125,76,0,0,1,1,1,1,1,1,0,0,E01005207,42.353,119000.0,28,32,66,1,0,0,0
45444387,Trafford District,Manchester,53.3742,-2.3148299999999997,Entire house,8,4.0,4.0,200.0,2,365,0,0,0,1,1,1,1,1,1,1,0,E01006135,4.29,667750.0,20,30,28,1,0,0,0
29328660,St George West,Bristol,51.45745,-2.55297,Entire apartment,8,1.0,2.0,53.0,2,27,269,30,0,1,1,1,1,1,1,1,0,E01014681,24.261999999999997,245000.0,20,24,55,1,0,0,0
9245272,Sharston,Manchester,53.37526126095147,-2.2424099448781405,Other,8,1.0,1.0,35.0,2,1125,342,7,0,0,1,1,1,0,0,0,0,E01005294,27.375,275000.0,17,19,21,0,0,1,0
24511418,City Centre,Manchester,53.481809999999996,-2.23527,Entire serviced apartment,8,2.0,2.0,178.0,5,1125,364,2,0,1,1,1,1,1,1,0,0,E01033653,29.76,215000.0,7,10,33,1,0,0,0
21680387,Central,Bristol,51.45215,-2.59297,Entire serviced apartment,8,2.0,3.0,192.0,1,640,354,47,0,1,1,0,1,1,1,0,0,E01014540,22.838,390000.0,7,16,33,1,0,0,0
21680387,Central,Bristol,51.45215,-2.59297,Entire serviced apartment,8,2.0,3.0,192.0,1,640,354,47,0,1,1,0,1,1,1,0,0,E01014540,22.838,390000.0,7,16,33,1,0,0,0
20258290,Central,Bristol,51.45215,-2.59297,Entire apartment,6,2.0,2.0,159.0,1,640,343,26,0,1,1,0,1,1,1,0,0,E01014540,22.838,390000.0,7,16,33,1,0,0,0
20258290,Central,Bristol,51.45215,-2.59297,Entire apartment,6,2.0,2.0,159.0,1,640,343,26,0,1,1,0,1,1,1,0,0,E01014540,22.838,390000.0,7,16,33,1,0,0,0
9430913,Sharston,Manchester,53.37529354945207,-2.2441050913198306,House,8,1.0,1.0,35.0,2,1125,361,3,0,0,1,1,1,0,0,0,0,E01005294,27.375,275000.0,17,19,21,0,0,1,0
39744293,Trafford District,Manchester,53.46216,-2.29027,Entire house,8,1.0,4.0,111.0,2,1125,156,11,1,1,1,1,1,1,1,1,1,E01006186,25.166999999999998,202000.0,18,33,61,1,0,0,0
40443649,City Centre,Manchester,53.47563,-2.23152,Shared room in bed and breakfast,8,2.0,1.0,22.0,1,365,365,0,0,1,0,0,0,0,0,0,0,E01033654,25.732,160000.0,14,2,29,0,0,0,1
23114842,Salford District,Manchester,53.49703,-2.3814,Entire house,8,2.0,4.0,135.0,2,14,0,9,0,1,1,1,1,1,1,0,0,E01005738,9.589,300000.0,24,50,87,1,0,0,0
33820509,Eastville,Bristol,51.472609999999996,-2.5596099999999997,Entire apartment,8,1.0,4.0,120.0,2,365,328,26,0,1,1,1,1,1,1,1,0,E01014574,41.99100000000001,234000.0,16,23,53,1,0,0,0
21558913,Horfield,Bristol,51.49257,-2.58292,Entire apartment,8,1.0,2.0,128.0,1,1125,253,48,0,1,1,1,1,1,1,1,1,E01014635,13.677,327000.0,12,28,65,1,0,0,0
44063154,Ardwick,Manchester,53.467330000000004,-2.19726,Entire house,7,2.0,4.0,89.0,1,1125,342,10,0,1,1,1,1,1,1,0,0,E01005067,70.425,218995.0,19,20,46,1,0,0,0
28371755,Bradford,Manchester,53.477380000000004,-2.20674,Entire house,7,1.0,3.0,120.0,1,1125,297,23,0,1,1,1,1,1,1,1,1,E01005105,38.129,200000.0,25,18,48,1,0,0,0
45324913,Salford District,Manchester,53.47597,-2.29295,Entire apartment,7,2.0,2.0,106.0,2,1125,87,0,0,1,1,1,1,1,1,0,0,E01032685,5.078,167950.0,22,36,62,1,0,0,0
42572187,Withington,Manchester,53.4294,-2.2209,Entire house,7,1.0,4.0,110.0,5,1125,10,0,1,0,1,1,1,1,1,0,0,E01005307,14.713,256050.0,8,37,41,1,0,0,0
25392605,Gorton North,Manchester,53.461240000000004,-2.17687,Entire house,7,2.0,3.0,90.0,1,1125,354,38,0,1,1,1,1,0,0,0,0,E01005201,54.271,87000.0,14,22,51,1,0,0,0
35143437,City Centre,Manchester,53.48305,-2.23489,Private room in apartment,7,1.0,2.0,164.0,1,1125,365,0,0,1,1,0,1,1,1,0,0,E01033659,24.689,212500.0,14,14,37,0,0,1,0
10261738,Ancoats and Clayton,Manchester,53.489145372545785,-2.239349406616143,Apartment,7,1.0,1.0,575.0,1,1125,252,1,0,0,1,0,1,0,0,0,0,E01033658,23.061999999999998,242500.0,10,14,42,1,0,0,0
45820114,Miles Platting and Newton Heath,Manchester,53.491580000000006,-2.21921,Entire house,7,1.0,4.0,70.0,2,1125,2,0,0,1,1,1,1,1,1,0,0,E01005129,60.047,219950.0,22,25,53,1,0,0,0
40854068,Brislington West,Bristol,51.44401,-2.5551,Entire house,7,2.0,3.0,173.0,2,1125,94,1,0,1,1,1,1,1,1,0,0,E01014532,18.595,300000.0,29,22,50,1,0,0,0
21631660,Salford District,Manchester,53.5213,-2.38852,Entire house,7,2.0,4.0,89.0,2,1125,261,52,1,1,1,1,1,1,1,1,1,E01005711,20.016,170000.0,14,44,81,1,0,0,0
13601728,Clifton Down,Bristol,51.47133,-2.6118200000000003,Entire townhouse,7,2.0,4.0,125.0,3,7,83,2,1,1,1,1,1,1,1,1,0,E01014559,8.067,756950.0,17,31,59,1,0,0,0
42523748,Salford District,Manchester,53.485859999999995,-2.25806,Entire bungalow,7,1.0,2.0,75.0,2,1125,133,7,0,1,1,1,1,1,1,1,0,E01032684,23.954,155000.0,21,23,58,1,0,0,0
1848567,Whalley Range,Manchester,53.44907611195645,-2.251257873352727,Apartment,7,1.0,2.0,125.0,3,352,365,3,0,0,1,0,1,1,1,0,0,E01005240,49.761,150000.0,19,30,57,1,0,0,0
31326421,Easton,Bristol,51.4649,-2.56109,Entire apartment,7,1.0,2.0,178.0,2,1125,178,22,0,1,1,0,1,1,1,0,0,E01014568,39.953,285000.0,21,18,48,1,0,0,0
39716540,Salford District,Manchester,53.513169999999995,-2.27852,Entire house,7,2.0,4.0,100.0,2,30,266,5,0,1,1,1,1,1,1,0,0,E01005648,20.416,195000.0,24,36,78,1,0,0,0
17340860,Ancoats and Clayton,Manchester,53.48189,-2.23095,Entire apartment,7,2.0,3.0,200.0,1,7,89,19,0,1,1,1,1,1,1,0,0,E01033659,24.689,212500.0,14,14,37,1,0,0,0
43929344,Salford District,Manchester,53.47804,-2.36808,Entire house,7,1.0,3.0,153.0,2,1125,267,3,1,1,1,1,1,1,1,1,1,E01005730,23.521,150000.0,22,39,87,1,0,0,0
25514892,Ashley,Bristol,51.4682,-2.58633,Entire house,7,2.0,4.0,205.0,2,90,208,21,0,1,1,1,1,1,1,1,0,E01014488,23.618000000000002,455000.0,15,28,54,1,0,0,0
37089141,Oldham District,Manchester,53.52391,-2.16437,Entire house,7,1.0,4.0,92.0,3,364,269,18,0,1,1,1,1,1,1,1,1,E01005345,16.53,154995.0,19,27,71,1,0,0,0
39946169,City Centre,Manchester,53.481230000000004,-2.23463,Private room in apartment,7,2.0,2.0,229.0,3,1125,365,0,0,1,1,1,1,1,1,0,0,E01033653,29.76,215000.0,7,10,33,0,0,1,0
18304089,Wigan District,Manchester,53.477909999999994,-2.54362,Entire house,7,1.0,3.0,93.0,2,1000,365,14,0,1,1,1,1,1,1,1,0,E01006302,11.937000000000001,184995.0,21,46,85,1,0,0,0
39960472,Avonmouth & Lawrence Weston,Bristol,51.49651,-2.67028,Entire house,7,1.0,4.0,134.0,2,180,82,3,0,1,1,1,1,1,1,1,0,E01014498,31.158,230000.0,22,50,82,1,0,0,0
16382439,Ancoats and Clayton,Manchester,53.48528,-2.19656,Entire apartment,7,1.0,2.0,137.0,1,1125,111,87,0,1,1,1,1,1,1,0,0,E01033668,35.444,162250.0,24,23,47,1,0,0,0
41362616,Cheetham,Manchester,53.49886,-2.24817,Entire house,7,1.0,3.0,1000.0,100,300,365,7,0,0,1,1,1,1,1,1,0,E01033674,45.729,180000.0,18,7,51,1,0,0,0
22031283,Bradford,Manchester,53.47671999999999,-2.19065,Entire house,7,2.0,2.0,79.0,2,1125,323,39,0,1,1,1,1,1,1,0,0,E01005106,52.538000000000004,103500.0,25,20,50,1,0,0,0
24242456,Ashley,Bristol,51.47509,-2.58312,Entire house,7,2.0,4.0,100.0,4,1125,178,14,0,1,1,1,1,1,1,1,0,E01014491,12.700999999999999,420000.0,14,27,57,1,0,0,0
34967372,Fallowfield,Manchester,53.4503,-2.2263599999999997,Entire apartment,7,2.0,1.0,114.0,1,1125,90,1,0,1,1,1,0,0,0,0,0,E01005180,52.266000000000005,153500.0,16,37,55,1,0,0,0
45377475,Trafford District,Manchester,53.45790076,-2.284980053,Entire apartment,7,3.0,3.0,122.0,39,84,365,0,0,1,1,1,1,1,1,0,0,E01006145,31.414,225000.0,21,40,58,1,0,0,0
40390796,Clifton,Bristol,51.45393,-2.6248099999999996,Entire townhouse,7,2.0,4.0,211.0,2,365,99,16,0,1,1,1,1,1,1,1,0,E01014547,7.131,390000.0,5,32,57,1,0,0,0
6333392,Trafford District,Manchester,53.415330000000004,-2.31015,Entire house,7,2.0,3.0,125.0,2,10,143,58,0,1,1,1,1,1,1,1,1,E01006098,3.927,425000.0,19,50,60,1,0,0,0
33012264,City Centre,Manchester,53.48208,-2.23616,Entire apartment,7,1.0,3.0,130.0,3,364,10,34,0,1,1,1,1,1,1,0,0,E01033653,29.76,215000.0,7,10,33,1,0,0,0
42973279,Salford District,Manchester,53.51191,-2.2732099999999997,Entire apartment,7,2.0,3.0,117.0,1,200,351,0,1,1,1,1,1,1,1,0,0,E01005648,20.416,195000.0,24,36,78,1,0,0,0
4183136,City Centre,Manchester,53.47858564371366,-2.2375213316544,Apartment,7,1.0,2.0,70.0,1,1125,168,23,0,0,1,0,1,0,0,0,0,E01033653,29.76,215000.0,7,10,33,1,0,0,0
22672790,Chorlton,Manchester,53.437509999999996,-2.2814,Entire townhouse,7,1.0,3.0,75.0,1,1125,142,150,0,1,1,1,1,1,1,1,1,E01005153,19.119,314000.0,8,43,58,1,0,0,0
45316146,Cheetham,Manchester,53.49106,-2.23912,Entire apartment,7,1.0,3.0,98.0,2,1125,74,4,0,1,1,0,1,1,1,0,0,E01033655,24.686999999999998,174000.0,16,8,50,1,0,0,0
7046734,Withington,Manchester,53.43344151254644,-2.2257116610508327,House,7,2.5,4.0,150.0,1,1125,0,0,0,0,1,0,1,1,1,0,0,E01005304,21.291999999999998,174950.0,6,33,37,1,0,0,0
44617058,Gorton South,Manchester,53.4462,-2.18663,Entire house,7,1.0,3.0,90.0,2,45,88,5,0,1,1,1,1,1,1,1,1,E01005220,41.89,183700.0,16,22,49,1,0,0,0
38181713,Whalley Range,Manchester,53.44902,-2.26865,Private room in house,7,2.0,1.0,135.0,1,1125,364,1,0,1,1,0,0,1,1,0,0,E01005298,24.837,259500.0,16,35,59,0,0,1,0
18565235,Eastville,Bristol,51.47007,-2.55748,Entire house,7,1.0,4.0,477.0,1,11,363,9,0,1,1,1,1,1,1,0,0,E01014574,41.99100000000001,234000.0,16,23,53,1,0,0,0
1998897,Whalley Range,Manchester,53.44772,-2.25052,Entire apartment,7,1.0,1.0,206.0,1,1125,365,6,0,1,1,0,1,1,1,0,0,E01005179,29.603,179999.0,15,33,61,1,0,0,0
38743645,Stockport District,Manchester,53.40438,-2.1754700000000002,Entire serviced apartment,7,1.0,4.0,117.0,1,30,307,10,1,1,1,1,1,1,1,1,1,E01005817,37.639,162500.0,9,14,44,1,0,0,0
44655513,Old Moat,Manchester,53.43881,-2.23155,Entire apartment,7,1.0,2.0,70.0,2,1125,365,0,0,1,1,1,1,1,1,0,0,E01005278,26.921999999999997,253500.0,11,39,47,1,0,0,0
40854693,Brislington West,Bristol,51.4455,-2.55582,Entire house,7,2.0,3.0,173.0,2,1125,108,2,0,1,1,1,1,1,1,0,0,E01014537,20.114,275000.0,30,28,57,1,0,0,0
29936545,Rusholme,Manchester,53.45089,-2.22712,Entire apartment,7,1.0,1.0,83.0,4,1125,180,3,0,1,1,1,0,1,1,0,0,E01005288,45.133,154000.0,6,33,53,1,0,0,0
11868735,Salford District,Manchester,53.46986,-2.28861,Entire townhouse,7,2.0,3.0,135.0,2,1125,169,37,0,1,1,1,1,1,1,0,0,E01032685,5.078,167950.0,22,36,62,1,0,0,0
24366861,Gorton North,Manchester,53.465419999999995,-2.1857,Entire house,7,2.0,3.0,170.0,1,30,365,18,0,1,1,1,1,0,0,0,0,E01005186,51.482,142850.0,18,23,52,1,0,0,0
45945872,Oldham District,Manchester,53.54521999999999,-2.07865,Entire house,7,1.0,2.0,149.0,1,365,364,0,0,1,1,0,1,1,1,0,0,E01005449,42.107,135000.0,11,56,86,1,0,0,0
22382738,Central,Bristol,51.45582,-2.59025,Entire apartment,7,1.0,3.0,100.0,1,1125,308,24,0,1,1,0,1,1,1,0,0,E01014540,22.838,390000.0,7,16,33,1,0,0,0
